,Tanggal,Keterangan,Harga
2642,05/09/2017,GOLD,Rp 577.000
2643,04/09/2017,BUYBACK,Rp 557.000
2644,04/09/2017,GOLD,Rp 578.000
2645,31/08/2017,BUYBACK,Rp 550.000
2646,31/08/2017,GOLD,Rp 571.000
2647,30/08/2017,BUYBACK,Rp 550.000
2648,30/08/2017,GOLD,Rp 571.000
2649,29/08/2017,BUYBACK,Rp 553.000
2650,29/08/2017,GOLD,Rp 574.000
2651,28/08/2017,BUYBACK,Rp 541.000
2652,28/08/2017,GOLD,Rp 565.000
2653,25/08/2017,BUYBACK,Rp 539.000
2654,25/08/2017,GOLD,Rp 563.000
2655,24/08/2017,BUYBACK,Rp 539.000
2656,24/08/2017,GOLD,Rp 564.000
2657,23/08/2017,BUYBACK,Rp 536.000
2658,23/08/2017,GOLD,Rp 561.000
2659,22/08/2017,BUYBACK,Rp 540.000
2660,22/08/2017,GOLD,Rp 564.000
2661,21/08/2017,BUYBACK,Rp 538.000
2662,21/08/2017,GOLD,Rp 562.000
2663,18/08/2017,BUYBACK,Rp 540.000
2664,18/08/2017,GOLD,Rp 564.000
2665,16/08/2017,BUYBACK,Rp 533.000
2666,16/08/2017,GOLD,Rp 558.000
2667,15/08/2017,BUYBACK,Rp 535.000
2668,15/08/2017,GOLD,Rp 559.000
2669,14/08/2017,BUYBACK,Rp 537.000
2670,14/08/2017,GOLD,Rp 561.000
2671,11/08/2017,BUYBACK,Rp 535.000
2672,11/08/2017,GOLD,Rp 561.000
2673,10/08/2017,BUYBACK,Rp 531.000
2674,10/08/2017,GOLD,Rp 558.000
2675,09/08/2017,BUYBACK,Rp 530.000
2676,09/08/2017,GOLD,Rp 555.000
2677,08/08/2017,BUYBACK,Rp 529.000
2678,08/08/2017,GOLD,Rp 553.000
2679,07/08/2017,BUYBACK,Rp 529.000
2680,07/08/2017,GOLD,Rp 553.000
2681,04/08/2017,BUYBACK,Rp 534.000
2682,04/08/2017,GOLD,Rp 557.000
2683,03/08/2017,BUYBACK,Rp 534.000
2684,03/08/2017,GOLD,Rp 557.000
2685,02/08/2017,BUYBACK,Rp 534.000
2686,02/08/2017,GOLD,Rp 557.000
2687,01/08/2017,BUYBACK,Rp 534.000
2688,01/08/2017,GOLD,Rp 557.000
2689,31/07/2017,BUYBACK,Rp 536.000
2690,31/07/2017,GOLD,Rp 558.000
2691,27/07/2017,BUYBACK,Rp 533.000
2692,27/07/2017,GOLD,Rp 555.000
2693,26/07/2017,BUYBACK,Rp 528.000
2694,26/07/2017,GOLD,Rp 550.000
2695,25/07/2017,BUYBACK,Rp 529.000
2696,25/07/2017,GOLD,Rp 553.000
2697,24/07/2017,BUYBACK,Rp 530.000
2698,24/07/2017,GOLD,Rp 554.000
2699,21/07/2017,BUYBACK,Rp 528.000
2700,21/07/2017,GOLD,Rp 550.000
2701,20/07/2017,BUYBACK,Rp 528.000
2702,20/07/2017,GOLD,Rp 550.000
2703,19/07/2017,BUYBACK,Rp 528.000
2704,19/07/2017,GOLD,Rp 550.000
2705,18/07/2017,BUYBACK,Rp 526.000
2706,18/07/2017,GOLD,Rp 547.000
2707,17/07/2017,BUYBACK,Rp 527.000
2708,17/07/2017,GOLD,Rp 547.000
2709,14/07/2017,BUYBACK,Rp 522.000
2710,14/07/2017,GOLD,Rp 542.000
2711,13/07/2017,BUYBACK,Rp 522.000
2712,13/07/2017,GOLD,Rp 542.000
2713,12/07/2017,BUYBACK,Rp 522.000
2714,12/07/2017,GOLD,Rp 542.000
2715,11/07/2017,BUYBACK,Rp 521.000
2716,11/07/2017,GOLD,Rp 540.000
2717,10/07/2017,BUYBACK,Rp 520.000
2718,10/07/2017,GOLD,Rp 539.000
2719,07/07/2017,BUYBACK,Rp 522.000
2720,07/07/2017,GOLD,Rp 542.000
2721,06/07/2017,BUYBACK,Rp 524.000
2722,06/07/2017,GOLD,Rp 543.000
2723,05/07/2017,BUYBACK,Rp 525.000
2724,05/07/2017,GOLD,Rp 544.000
2725,04/07/2017,BUYBACK,Rp 520.000
2726,04/07/2017,GOLD,Rp 541.000
2727,03/07/2017,BUYBACK,Rp 529.000
2728,03/07/2017,GOLD,Rp 545.000
2729,22/06/2017,BUYBACK,Rp 531.000
2730,22/06/2017,GOLD,Rp 547.600
2731,21/06/2017,BUYBACK,Rp 530.000
2732,21/06/2017,GOLD,Rp 546.000
2733,20/06/2017,BUYBACK,Rp 534.000
2734,20/06/2017,GOLD,Rp 545.000
2735,19/06/2017,BUYBACK,Rp 534.000
2736,19/06/2017,GOLD,Rp 549.000
2737,16/06/2017,BUYBACK,Rp 533.000
2738,16/06/2017,GOLD,Rp 548.000
2739,15/06/2017,BUYBACK,Rp 536.000
2740,15/06/2017,GOLD,Rp 550.000
2741,14/06/2017,BUYBACK,Rp 538.000
2742,14/06/2017,GOLD,Rp 552.000
2743,13/06/2017,BUYBACK,Rp 538.000
2744,13/06/2017,GOLD,Rp 550.000
2745,12/06/2017,BUYBACK,Rp 541.000
2746,12/06/2017,GOLD,Rp 552.000
2747,09/06/2017,BUYBACK,Rp 542.000
2748,09/06/2017,GOLD,Rp 554.000
2749,08/06/2017,BUYBACK,Rp 544.000
2750,08/06/2017,GOLD,Rp 556.000
2751,07/06/2017,BUYBACK,Rp 546.000
2752,07/06/2017,GOLD,Rp 559.000
2753,06/06/2017,BUYBACK,Rp 542.000
2754,06/06/2017,GOLD,Rp 555.000
2755,05/06/2017,BUYBACK,Rp 542.000
2756,05/06/2017,GOLD,Rp 555.000
2757,02/06/2017,BUYBACK,Rp 536.000
2758,02/06/2017,GOLD,Rp 550.000
2759,31/05/2017,BUYBACK,Rp 535.000
2760,31/05/2017,GOLD,Rp 549.000
2761,30/05/2017,BUYBACK,Rp 536.000
2762,30/05/2017,GOLD,Rp 550.000
2763,29/05/2017,BUYBACK,Rp 536.000
2764,29/05/2017,GOLD,Rp 550.000
2765,26/05/2017,BUYBACK,Rp 532.000
2766,26/05/2017,GOLD,Rp 547.000
2767,24/05/2017,BUYBACK,Rp 530.000
2768,24/05/2017,GOLD,Rp 546.000
2769,23/05/2017,BUYBACK,Rp 533.000
2770,23/05/2017,GOLD,Rp 549.000
2771,22/05/2017,BUYBACK,Rp 532.000
2772,22/05/2017,GOLD,Rp 548.000
2773,19/05/2017,BUYBACK,Rp 527.000
2774,19/05/2017,GOLD,Rp 545.000
2775,18/05/2017,BUYBACK,Rp 532.000
2776,18/05/2017,GOLD,Rp 549.000
2777,17/05/2017,BUYBACK,Rp 526.000
2778,17/05/2017,GOLD,Rp 544.000
2779,16/05/2017,BUYBACK,Rp 521.000
2780,16/05/2017,GOLD,Rp 540.000
2781,15/05/2017,BUYBACK,Rp 521.000
2782,15/05/2017,GOLD,Rp 539.000
2783,10/05/2017,BUYBACK,Rp 520.000
2784,10/05/2017,GOLD,Rp 539.000
2785,09/05/2017,BUYBACK,Rp 521.000
2786,09/05/2017,GOLD,Rp 540.000
2787,08/05/2017,BUYBACK,Rp 523.000
2788,08/05/2017,GOLD,Rp 541.000
2789,05/05/2017,BUYBACK,Rp 521.000
2790,05/05/2017,GOLD,Rp 538.000
2791,04/05/2017,BUYBACK,Rp 524.000
2792,04/05/2017,GOLD,Rp 540.000
2793,03/05/2017,BUYBACK,Rp 532.000
2794,03/05/2017,GOLD,Rp 547.000
2795,02/05/2017,BUYBACK,Rp 533.000
2796,02/05/2017,GOLD,Rp 547.000
2797,28/04/2017,BUYBACK,Rp 534.000
2798,28/04/2017,GOLD,Rp 549.000
2799,27/04/2017,BUYBACK,Rp 535.000
2800,27/04/2017,GOLD,Rp 550.000
2801,26/04/2017,BUYBACK,Rp 534.000
2802,26/04/2017,GOLD,Rp 549.000
2803,25/04/2017,BUYBACK,Rp 541.000
2804,25/04/2017,GOLD,Rp 555.000
2805,21/04/2017,BUYBACK,Rp 542.000
2806,21/04/2017,GOLD,Rp 557.000
2807,20/04/2017,BUYBACK,Rp 540.000
2808,20/04/2017,GOLD,Rp 555.000
2809,19/04/2017,BUYBACK,Rp 544.000
2810,19/04/2017,GOLD,Rp 559.000
2811,17/04/2017,BUYBACK,Rp 543.000
2812,17/04/2017,GOLD,Rp 560.000
2813,13/04/2017,BUYBACK,Rp 540.000
2814,13/04/2017,GOLD,Rp 558.000
2815,12/04/2017,BUYBACK,Rp 535.000
2816,12/04/2017,GOLD,Rp 554.000
2817,11/04/2017,BUYBACK,Rp 531.000
2818,11/04/2017,GOLD,Rp 551.000
2819,10/04/2017,BUYBACK,Rp 531.000
2820,10/04/2017,GOLD,Rp 550.000
2821,07/04/2017,BUYBACK,Rp 528.000
2822,07/04/2017,GOLD,Rp 549.000
2823,06/04/2017,BUYBACK,Rp 531.000
2824,06/04/2017,GOLD,Rp 552.000
2825,05/04/2017,BUYBACK,Rp 530.000
2826,05/04/2017,GOLD,Rp 551.600
2827,04/04/2017,BUYBACK,Rp 529.000
2828,04/04/2017,GOLD,Rp 551.000
2829,03/04/2017,BUYBACK,Rp 528.000
2830,03/04/2017,GOLD,Rp 549.000
2831,31/03/2017,BUYBACK,Rp 527.000
2832,31/03/2017,GOLD,Rp 548.000
2833,30/03/2017,BUYBACK,Rp 530.000
2834,30/03/2017,GOLD,Rp 551.000
2835,29/03/2017,BUYBACK,Rp 529.000
2836,29/03/2017,GOLD,Rp 550.000
2837,27/03/2017,BUYBACK,Rp 531.000
2838,27/03/2017,GOLD,Rp 552.000
2839,24/03/2017,BUYBACK,Rp 528.000
2840,24/03/2017,GOLD,Rp 549.000
2841,23/03/2017,BUYBACK,Rp 527.000
2842,23/03/2017,GOLD,Rp 549.600
2843,22/03/2017,BUYBACK,Rp 526.000
2844,22/03/2017,GOLD,Rp 547.000
2845,21/03/2017,BUYBACK,Rp 525.000
2846,21/03/2017,GOLD,Rp 545.000
2847,20/03/2017,BUYBACK,Rp 525.000
2848,20/03/2017,GOLD,Rp 544.000
2849,17/03/2017,BUYBACK,Rp 523.000
2850,17/03/2017,GOLD,Rp 542.000
2851,16/03/2017,BUYBACK,Rp 521.000
2852,16/03/2017,GOLD,Rp 541.000
2853,15/03/2017,BUYBACK,Rp 514.000
2854,15/03/2017,GOLD,Rp 537.000
2855,14/03/2017,BUYBACK,Rp 516.000
2856,14/03/2017,GOLD,Rp 538.000
2857,13/03/2017,BUYBACK,Rp 518.000
2858,13/03/2017,GOLD,Rp 540.000
2859,10/03/2017,BUYBACK,Rp 539.000
2860,10/03/2017,BUYBACK,Rp 517.000
2861,09/03/2017,BUYBACK,Rp 521.000
2862,09/03/2017,GOLD,Rp 541.000
2863,08/03/2017,BUYBACK,Rp 523.000
2864,08/03/2017,GOLD,Rp 543.000
2865,07/03/2017,BUYBACK,Rp 524.000
2866,07/03/2017,GOLD,Rp 546.000
2867,06/03/2017,BUYBACK,Rp 527.000
2868,06/03/2017,GOLD,Rp 549.000
2869,03/03/2017,BUYBACK,Rp 528.000
2870,03/03/2017,GOLD,Rp 549.000
2871,02/03/2017,BUYBACK,Rp 528.000
2872,02/03/2017,GOLD,Rp 552.000
2873,01/03/2017,BUYBACK,Rp 529.000
2874,01/03/2017,GOLD,Rp 553.000
2875,28/02/2017,BUYBACK,Rp 530.000
2876,28/02/2017,GOLD,Rp 556.000
2877,27/02/2017,BUYBACK,Rp 532.000
2878,27/02/2017,GOLD,Rp 557.000
2879,24/02/2017,BUYBACK,Rp 531.000
2880,24/02/2017,GOLD,Rp 556.000
2881,23/02/2017,BUYBACK,Rp 527.000
2882,23/02/2017,GOLD,Rp 551.000
2883,22/02/2017,BUYBACK,Rp 527.000
2884,22/02/2017,GOLD,Rp 551.000
2885,21/02/2017,BUYBACK,Rp 527.000
2886,21/02/2017,GOLD,Rp 550.000
2887,20/02/2017,BUYBACK,Rp 526.000
2888,20/02/2017,GOLD,Rp 551.000
2889,17/02/2017,BUYBACK,Rp 527.000
2890,17/02/2017,GOLD,Rp 552.000
2891,16/02/2017,BUYBACK,Rp 526.000
2892,16/02/2017,GOLD,Rp 550.000
2893,14/02/2017,BUYBACK,Rp 523.000
2894,14/02/2017,GOLD,Rp 548.000
2895,13/02/2017,BUYBACK,Rp 523.000
2896,13/02/2017,GOLD,Rp 549.000
2897,10/02/2017,BUYBACK,Rp 522.000
2898,10/02/2017,GOLD,Rp 548.000
2899,09/02/2017,BUYBACK,Rp 529.000
2900,09/02/2017,GOLD,Rp 554.000
2901,08/02/2017,BUYBACK,Rp 526.000
2902,08/02/2017,GOLD,Rp 552.000
2903,07/02/2017,BUYBACK,Rp 526.000
2904,07/02/2017,GOLD,Rp 552.000
2905,06/02/2017,BUYBACK,Rp 523.000
2906,06/02/2017,GOLD,Rp 550.000
2907,03/02/2017,BUYBACK,Rp 517.000
2908,03/02/2017,GOLD,Rp 547.000
2909,02/02/2017,BUYBACK,Rp 517.000
2910,02/02/2017,GOLD,Rp 547.000
2911,01/02/2017,BUYBACK,Rp 517.000
2912,01/02/2017,GOLD,Rp 547.000
2913,31/01/2017,BUYBACK,Rp 512.000
2914,31/01/2017,GOLD,Rp 543.000
2915,30/01/2017,BUYBACK,Rp 512.000
2916,30/01/2017,GOLD,Rp 543.000
2917,27/01/2017,BUYBACK,Rp 508.000
2918,27/01/2017,GOLD,Rp 542.000
2919,26/01/2017,BUYBACK,Rp 514.000
2920,26/01/2017,GOLD,Rp 547.000
2921,25/01/2017,BUYBACK,Rp 517.000
2922,25/01/2017,GOLD,Rp 550.000
2923,24/01/2017,BUYBACK,Rp 520.000
2924,24/01/2017,GOLD,Rp 553.000
2925,23/01/2017,BUYBACK,Rp 520.000
2926,23/01/2017,GOLD,Rp 553.000
2927,20/01/2017,BUYBACK,Rp 515.000
2928,20/01/2017,GOLD,Rp 551.000
2929,19/01/2017,BUYBACK,Rp 515.000
2930,19/01/2017,GOLD,Rp 550.000
2931,18/01/2017,BUYBACK,Rp 521.000
2932,18/01/2017,GOLD,Rp 553.000
2933,17/01/2017,BUYBACK,Rp 515.000
2934,17/01/2017,GOLD,Rp 550.000
2935,16/01/2017,BUYBACK,Rp 513.000
2936,16/01/2017,GOLD,Rp 549.000
2937,13/01/2017,BUYBACK,Rp 510.000
2938,13/01/2017,GOLD,Rp 547.000
2939,12/01/2017,BUYBACK,Rp 509.000
2940,12/01/2017,GOLD,Rp 547.000
2941,11/01/2017,BUYBACK,Rp 507.000
2942,11/01/2017,GOLD,Rp 545.000
2943,10/01/2017,BUYBACK,Rp 507.000
2944,10/01/2017,GOLD,Rp 545.000
2945,09/01/2017,BUYBACK,Rp 502.000
2946,09/01/2017,GOLD,Rp 542.000
2947,06/01/2017,BUYBACK,Rp 506.000
2948,06/01/2017,GOLD,Rp 546.000
2949,05/01/2017,BUYBACK,Rp 503.000
2950,05/01/2017,GOLD,Rp 547.000
2951,04/01/2017,BUYBACK,Rp 500.000
2952,04/01/2017,GOLD,Rp 546.000
2953,03/01/2017,BUYBACK,Rp 496.000
2954,03/01/2017,GOLD,Rp 546.000
2955,30/12/2016,BUYBACK,Rp 501.000
2956,30/12/2016,GOLD,Rp 548.000
2957,29/12/2016,BUYBACK,Rp 493.000
2958,29/12/2016,GOLD,Rp 547.000
2959,28/12/2016,BUYBACK,Rp 491.000
2960,28/12/2016,GOLD,Rp 546.000
2961,27/12/2016,BUYBACK,Rp 490.000
2962,27/12/2016,GOLD,Rp 545.000
2963,23/12/2016,BUYBACK,Rp 486.000
2964,23/12/2016,GOLD,Rp 543.000
2965,22/12/2016,BUYBACK,Rp 489.000
2966,22/12/2016,GOLD,Rp 544.000
2967,21/12/2016,BUYBACK,Rp 486.000
2968,21/12/2016,GOLD,Rp 543.000
2969,20/12/2016,BUYBACK,Rp 488.000
2970,20/12/2016,GOLD,Rp 545.000
2971,19/12/2016,BUYBACK,Rp 489.000
2972,19/12/2016,GOLD,Rp 546.000
2973,16/12/2016,BUYBACK,Rp 484.000
2974,16/12/2016,GOLD,Rp 542.000
2975,15/12/2016,BUYBACK,Rp 487.000
2976,15/12/2016,GOLD,Rp 543.000
2977,14/12/2016,BUYBACK,Rp 494.000
2978,14/12/2016,GOLD,Rp 544.000
2979,13/12/2016,BUYBACK,Rp 497.000
2980,13/12/2016,GOLD,Rp 544.000
2981,09/12/2016,BUYBACK,Rp 499.000
2982,09/12/2016,GOLD,Rp 545.000
2983,08/12/2016,BUYBACK,Rp 502.000
2984,08/12/2016,GOLD,Rp 546.000
2985,07/12/2016,BUYBACK,Rp 502.000
2986,07/12/2016,GOLD,Rp 546.000
2987,06/12/2016,BUYBACK,Rp 507.000
2988,06/12/2016,GOLD,Rp 547.000
2989,05/12/2016,BUYBACK,Rp 514.000
2990,05/12/2016,GOLD,Rp 549.000
2991,02/12/2016,BUYBACK,Rp 511.000
2992,02/12/2016,GOLD,Rp 549.000
2993,01/12/2016,BUYBACK,Rp 510.000
2994,01/12/2016,GOLD,Rp 548.000
2995,30/11/2016,BUYBACK,Rp 516.000
2996,30/11/2016,GOLD,Rp 552.000
2997,29/11/2016,BUYBACK,Rp 515.000
2998,29/11/2016,GOLD,Rp 551.000
2999,28/11/2016,BUYBACK,Rp 514.000
3000,28/11/2016,GOLD,Rp 550.000
3001,25/11/2016,BUYBACK,Rp 515.000
3002,25/11/2016,GOLD,Rp 550.000
3003,24/11/2016,BUYBACK,Rp 513.000
3004,24/11/2016,GOLD,Rp 549.000
3005,23/11/2016,BUYBACK,Rp 521.000
3006,23/11/2016,GOLD,Rp 551.000
3007,22/11/2016,BUYBACK,Rp 523.000
3008,22/11/2016,GOLD,Rp 552.000
3009,21/11/2016,BUYBACK,Rp 519.000
3010,21/11/2016,GOLD,Rp 550.000
3011,18/11/2016,BUYBACK,Rp 521.000
3012,18/11/2016,GOLD,Rp 551.000
3013,17/11/2016,BUYBACK,Rp 525.000
3014,17/11/2016,GOLD,Rp 554.000
3015,16/11/2016,BUYBACK,Rp 525.000
3016,16/11/2016,GOLD,Rp 554.000
3017,15/11/2016,BUYBACK,Rp 524.000
3018,15/11/2016,GOLD,Rp 553.000
3019,14/11/2016,BUYBACK,Rp 526.000
3020,14/11/2016,GOLD,Rp 556.000
3021,11/11/2016,BUYBACK,Rp 530.000
3022,11/11/2016,GOLD,Rp 557.000
3023,10/11/2016,BUYBACK,Rp 537.000
3024,10/11/2016,GOLD,Rp 565.000
3025,09/11/2016,BUYBACK,Rp 532.000
3026,09/11/2016,GOLD,Rp 560.000
3027,08/11/2016,BUYBACK,Rp 535.000
3028,08/11/2016,GOLD,Rp 563.000
3029,07/11/2016,BUYBACK,Rp 536.000
3030,07/11/2016,GOLD,Rp 565.000
3031,04/11/2016,BUYBACK,Rp 538.000
3032,04/11/2016,GOLD,Rp 567.000
3033,03/11/2016,BUYBACK,Rp 535.000
3034,03/11/2016,GOLD,Rp 566.000
3035,02/11/2016,BUYBACK,Rp 533.000
3036,02/11/2016,GOLD,Rp 565.000
3037,01/11/2016,BUYBACK,Rp 530.000
3038,01/11/2016,GOLD,Rp 562.000
3039,31/10/2016,BUYBACK,Rp 530.000
3040,31/10/2016,GOLD,Rp 561.000
3041,28/10/2016,BUYBACK,Rp 528.000
3042,28/10/2016,GOLD,Rp 560.000
3043,27/10/2016,BUYBACK,Rp 526.000
3044,27/10/2016,GOLD,Rp 559.000
3045,26/10/2016,BUYBACK,Rp 528.000
3046,26/10/2016,GOLD,Rp 562.000
3047,25/10/2016,BUYBACK,Rp 527.000
3048,25/10/2016,GOLD,Rp 561.000
3049,24/10/2016,BUYBACK,Rp 527.000
3050,24/10/2016,GOLD,Rp 561.000
3051,21/10/2016,BUYBACK,Rp 526.000
3052,21/10/2016,GOLD,Rp 560.000
3053,20/10/2016,BUYBACK,Rp 527.000
3054,20/10/2016,GOLD,Rp 562.000
3055,19/10/2016,BUYBACK,Rp 526.000
3056,19/10/2016,GOLD,Rp 562.000
3057,18/10/2016,BUYBACK,Rp 525.000
3058,18/10/2016,GOLD,Rp 561.000
3059,17/10/2016,BUYBACK,Rp 524.000
3060,17/10/2016,GOLD,Rp 560.000
3061,14/10/2016,BUYBACK,Rp 525.000
3062,14/10/2016,GOLD,Rp 561.000
3063,13/10/2016,BUYBACK,Rp 524.000
3064,13/10/2016,GOLD,Rp 560.000
3065,12/10/2016,BUYBACK,Rp 523.000
3066,12/10/2016,GOLD,Rp 559.000
3067,11/10/2016,BUYBACK,Rp 523.000
3068,11/10/2016,GOLD,Rp 559.000
3069,10/10/2016,BUYBACK,Rp 525.000
3070,10/10/2016,GOLD,Rp 559.000
3071,07/10/2016,BUYBACK,Rp 523.000
3072,07/10/2016,GOLD,Rp 559.000
3073,06/10/2016,BUYBACK,Rp 529.000
3074,06/10/2016,GOLD,Rp 559.000
3075,05/10/2016,BUYBACK,Rp 529.000
3076,05/10/2016,GOLD,Rp 559.000
3077,04/10/2016,BUYBACK,Rp 547.000
3078,04/10/2016,GOLD,Rp 560.000
3079,03/10/2016,BUYBACK,Rp 548.000
3080,03/10/2016,GOLD,Rp 561.000
3081,30/09/2016,BUYBACK,Rp 549.000
3082,30/09/2016,GOLD,Rp 561.000
3083,29/09/2016,BUYBACK,Rp 548.000
3084,29/09/2016,GOLD,Rp 561.000
3085,28/09/2016,BUYBACK,Rp 550.000
3086,28/09/2016,GOLD,Rp 562.000
3087,27/09/2016,BUYBACK,Rp 554.000
3088,27/09/2016,GOLD,Rp 566.000
3089,26/09/2016,BUYBACK,Rp 554.000
3090,26/09/2016,GOLD,Rp 567.000
3091,23/09/2016,BUYBACK,Rp 554.000
3092,23/09/2016,GOLD,Rp 567.000
3093,22/09/2016,BUYBACK,Rp 555.000
3094,22/09/2016,GOLD,Rp 568.000
3095,21/09/2016,BUYBACK,Rp 550.000
3096,21/09/2016,GOLD,Rp 563.000
3097,20/09/2016,BUYBACK,Rp 550.000
3098,20/09/2016,GOLD,Rp 562.000
3099,19/09/2016,BUYBACK,Rp 549.000
3100,19/09/2016,GOLD,Rp 561.000
3101,16/09/2016,BUYBACK,Rp 552.000
3102,16/09/2016,GOLD,Rp 564.600
3103,15/09/2016,BUYBACK,Rp 553.000
3104,15/09/2016,GOLD,Rp 565.000
3105,14/09/2016,BUYBACK,Rp 550.000
3106,14/09/2016,GOLD,Rp 563.000
3107,13/09/2016,BUYBACK,Rp 551.000
3108,13/09/2016,GOLD,Rp 564.000
3109,09/09/2016,BUYBACK,Rp 554.000
3110,09/09/2016,GOLD,Rp 567.000
3111,08/09/2016,BUYBACK,Rp 557.000
3112,08/09/2016,GOLD,Rp 569.000
3113,07/09/2016,BUYBACK,Rp 559.000
3114,07/09/2016,GOLD,Rp 570.000
3115,06/09/2016,BUYBACK,Rp 557.000
3116,06/09/2016,GOLD,Rp 566.000
3117,05/09/2016,BUYBACK,Rp 557.000
3118,05/09/2016,GOLD,Rp 567.000
3119,02/09/2016,BUYBACK,Rp 553.000
3120,02/09/2016,GOLD,Rp 563.000
3121,01/09/2016,BUYBACK,Rp 551.000
3122,01/09/2016,GOLD,Rp 562.000
3123,31/08/2016,BUYBACK,Rp 552.000
3124,31/08/2016,GOLD,Rp 562.000
3125,30/08/2016,BUYBACK,Rp 557.000
3126,30/08/2016,GOLD,Rp 567.000
3127,29/08/2016,BUYBACK,Rp 555.000
3128,29/08/2016,GOLD,Rp 566.000
3129,26/08/2016,BUYBACK,Rp 555.000
3130,26/08/2016,GOLD,Rp 566.000
3131,25/08/2016,BUYBACK,Rp 556.000
3132,25/08/2016,GOLD,Rp 567.000
3133,24/08/2016,BUYBACK,Rp 558.000
3134,24/08/2016,GOLD,Rp 569.000
3135,23/08/2016,BUYBACK,Rp 557.000
3136,23/08/2016,GOLD,Rp 568.000
3137,22/08/2016,BUYBACK,Rp 557.000
3138,22/08/2016,GOLD,Rp 569.000
3139,19/08/2016,BUYBACK,Rp 560.000
3140,19/08/2016,GOLD,Rp 572.000
3141,18/08/2016,BUYBACK,Rp 560.000
3142,18/08/2016,GOLD,Rp 572.000
3143,16/08/2016,BUYBACK,Rp 558.000
3144,16/08/2016,GOLD,Rp 569.000
3145,15/08/2016,BUYBACK,Rp 557.000
3146,15/08/2016,GOLD,Rp 568.000
3147,12/08/2016,BUYBACK,Rp 558.000
3148,12/08/2016,GOLD,Rp 568.000
3149,11/08/2016,BUYBACK,Rp 560.000
3150,11/08/2016,GOLD,Rp 571.000
3151,10/08/2016,BUYBACK,Rp 557.000
3152,10/08/2016,GOLD,Rp 569.000
3153,09/08/2016,BUYBACK,Rp 555.000
3154,09/08/2016,GOLD,Rp 567.000
3155,08/08/2016,BUYBACK,Rp 554.000
3156,08/08/2016,GOLD,Rp 556.000
3157,05/08/2016,BUYBACK,Rp 563.000
3158,05/08/2016,GOLD,Rp 575.000
3159,03/08/2016,BUYBACK,Rp 563.000
3160,03/08/2016,GOLD,Rp 575.000
3161,02/08/2016,BUYBACK,Rp 560.000
3162,02/08/2016,GOLD,Rp 571.000
3163,01/08/2016,BUYBACK,Rp 558.000
3164,01/08/2016,GOLD,Rp 569.000
3165,29/07/2016,BUYBACK,Rp 554.000
3166,29/07/2016,GOLD,Rp 565.000
3167,28/07/2016,BUYBACK,Rp 555.000
3168,28/07/2016,GOLD,Rp 565.000
3169,27/07/2016,BUYBACK,Rp 551.000
3170,27/07/2016,GOLD,Rp 561.000
3171,26/07/2016,BUYBACK,Rp 550.000
3172,26/07/2016,GOLD,Rp 560.000
3173,25/07/2016,BUYBACK,Rp 550.000
3174,25/07/2016,GOLD,Rp 560.000
3175,22/07/2016,BUYBACK,Rp 555.000
3176,22/07/2016,GOLD,Rp 565.000
3177,21/07/2016,BUYBACK,Rp 546.000
3178,21/07/2016,GOLD,Rp 557.000
3179,20/07/2016,BUYBACK,Rp 551.000
3180,20/07/2016,GOLD,Rp 562.000
3181,19/07/2016,BUYBACK,Rp 550.000
3182,19/07/2016,GOLD,Rp 561.000
3183,18/07/2016,BUYBACK,Rp 551.000
3184,18/07/2016,GOLD,Rp 562.000
3185,15/07/2016,BUYBACK,Rp 551.000
3186,15/07/2016,GOLD,Rp 561.000
3187,14/07/2016,BUYBACK,Rp 557.000
3188,14/07/2016,GOLD,Rp 567.000
3189,13/07/2016,BUYBACK,Rp 552.000
3190,13/07/2016,GOLD,Rp 562.000
3191,12/07/2016,BUYBACK,Rp 560.000
3192,12/07/2016,GOLD,Rp 572.000
3193,01/07/2016,BUYBACK,Rp 549.000
3194,01/07/2016,GOLD,Rp 559.000
3195,30/06/2016,BUYBACK,Rp 545.000
3196,30/06/2016,GOLD,Rp 556.000
3197,29/06/2016,BUYBACK,Rp 548.000
3198,29/06/2016,GOLD,Rp 560.000
3199,28/06/2016,BUYBACK,Rp 553.000
3200,28/06/2016,GOLD,Rp 568.000
3201,27/06/2016,BUYBACK,Rp 553.000
3202,27/06/2016,GOLD,Rp 570.000
3203,24/06/2016,BUYBACK,Rp 540.000
3204,24/06/2016,GOLD,Rp 557.000
3205,23/06/2016,BUYBACK,Rp 540.000
3206,23/06/2016,GOLD,Rp 557.000
3207,22/06/2016,BUYBACK,Rp 529.000
3208,22/06/2016,GOLD,Rp 543.000
3209,21/06/2016,BUYBACK,Rp 538.000
3210,21/06/2016,GOLD,Rp 550.000
3211,20/06/2016,BUYBACK,Rp 540.000
3212,20/06/2016,GOLD,Rp 554.000
3213,17/06/2016,BUYBACK,Rp 537.000
3214,17/06/2016,GOLD,Rp 550.000
3215,16/06/2016,BUYBACK,Rp 544.000
3216,16/06/2016,GOLD,Rp 556.000
3217,15/06/2016,BUYBACK,Rp 543.000
3218,15/06/2016,GOLD,Rp 554.000
3219,14/06/2016,BUYBACK,Rp 545.000
3220,14/06/2016,GOLD,Rp 552.000
3221,13/06/2016,BUYBACK,Rp 537.000
3222,13/06/2016,GOLD,Rp 549.000
3223,10/06/2016,BUYBACK,Rp 531.000
